run_id,particle,energy_keV,x,y,z,pitch_deg,phi_deg,steps,dt,method,energy_mean_err,energy_max_err,energy_rms_err,mu_mean_err,mu_max_err,mu_rms_err
20250714_193003,proton,10000.0,5.0,0.0,0.0,30.0,90.0,100000,12.1,RK4,0.5761813600063679,0.5761864620161814,0.5761813600112459,0.6001674696136001,0.603545841386657,0.6001707966253127
20250714_193003,proton,10000.0,5.0,0.0,0.0,30.0,90.0,100000,12.1,RKG,4.306668252820788e-07,1.3552792637910212e-06,5.806838438479044e-07,0.019190781656624467,0.02612612997760352,0.019515174768111758
20250714_193003,proton,10000.0,5.0,0.0,0.0,30.0,90.0,100000,12.1,PS,1.3086570205504038e-13,1.3225286676193126e-13,1.3086724679667096e-13,0.01920581737347329,0.026158686349298577,0.01953041324936816
20250714_193036,proton,10000.0,5.0,0.0,0.0,30.0,90.0,100000,12.1,RK4,0.5761813600063679,0.5761864620161814,0.5761813600112459,0.6001674696136001,0.603545841386657,0.6001707966253127
20250714_193036,proton,10000.0,5.0,0.0,0.0,30.0,90.0,100000,12.1,RKG,4.306668252820788e-07,1.3552792637910212e-06,5.806838438479044e-07,0.019190781656624467,0.02612612997760352,0.019515174768111758
20250714_193036,proton,10000.0,5.0,0.0,0.0,30.0,90.0,100000,12.1,PS,1.3086570205504038e-13,1.3225286676193126e-13,1.3086724679667096e-13,0.01920581737347329,0.026158686349298577,0.01953041324936816
20250714_193242,proton,10000.0,5.0,0.0,0.0,30.0,90.0,1000000,12.1,RK4,2808449.569106164,2808449.569106165,2808449.5691061653,2.3614533579153997e+22,2.4152900101293482e+22,2.3616559053012946e+22
20250714_193242,proton,10000.0,5.0,0.0,0.0,30.0,90.0,1000000,12.1,RKG,8.45081715300852e-06,3.036416474952417e-05,1.2609377669580655e-05,0.01919760723223328,0.03851709790561402,0.020024648130622782
20250714_193242,proton,10000.0,5.0,0.0,0.0,30.0,90.0,1000000,12.1,PS,1.2695126821263197e-12,1.2751498232989053e-12,1.2695154549260983e-12,0.01919383669678926,0.0385005548386995,0.020027539497429567
20250714_193242,proton,10000.0,5.0,0.0,0.0,30.0,90.0,1000000,12.1,RK45,-0.1633185311546673,0.16384185515382,0.16331934731065928,0.229798799143885,0.24459012179928605,0.22986354416136556
20250714_193458,proton,10000.0,5.0,0.0,0.0,90.0,90.0,1000000,12.1,RK4,0.010932548110402554,0.010987179010584481,0.01093259361788455,0.005499017917789023,0.01095657869715574,0.006698105511308987
20250714_193458,proton,10000.0,5.0,0.0,0.0,90.0,90.0,1000000,12.1,RKG,9.407259890324513e-08,1.0383898548293896e-07,9.415218155928388e-08,0.005493608096467276,0.010991517013540723,0.006730191991060794
20250714_193458,proton,10000.0,5.0,0.0,0.0,90.0,90.0,1000000,12.1,PS,1.3116368674676943e-13,1.352336549807648e-13,1.311732234141985e-13,0.0054936835831650216,0.010991617152494535,0.006730266448508694
20250714_193458,proton,10000.0,5.0,0.0,0.0,90.0,90.0,1000000,12.1,RK45,-0.08366435386250219,0.08418540238752137,0.08366489411218565,0.07863176447617806,0.08396898555936574,0.0787062600053607
20250714_193917,proton,10000.0,5.0,0.0,0.0,90.0,90.0,1000000,12.1,RK4,0.010932548110402554,0.010987179010584481,0.01093259361788455,0.005499017917789023,0.01095657869715574,0.006698105511308987
